event_id,run_id,scene_id,prn,center_window_id,recording_time_s,tow_s,event_utc,elevation_deg,azimuth_deg,tracking_cn0_db_hz,nmea_snr_db_hz,vehicle_speed_kmh,speed_source,geometry_join_status,geometry_join_valid,geometry_join_method,geometry_source_utc,geometry_time_delta_s,time_alignment_id,missing_reason,observation_quality,derivation_version,context_alignment_version
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_2283,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,2283,76.1693695014663,228993.64,2026-01-20T15:36:15.640Z,73.000,225.000,48.9664497375488,49.000,32.3048064001133,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:16.000Z,0.36,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_2284,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,2284,76.189369599218,228993.66,2026-01-20T15:36:15.660Z,73.000,225.000,48.9441452026367,49.000,32.4670416000283,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:16.000Z,0.34,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_2285,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,2285,76.209369599218,228993.68,2026-01-20T15:36:15.680Z,73.000,225.000,48.8982048034668,49.000,32.6292767999433,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:16.000Z,0.32,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_2303,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,2303,76.5693709677419,228994.04,2026-01-20T15:36:16.040Z,73.000,225.000,49.4973373413086,49.000,35.1265135999799,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:16.000Z,0.04,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_2304,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,2304,76.5893709677419,228994.06,2026-01-20T15:36:16.060Z,73.000,225.000,49.6299133300781,49.000,35.0772504000057,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:16.000Z,0.06,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_823,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,823,76.9782062561095,228994.44,2026-01-20T15:36:16.440Z,22.000,271.000,36.6878967285156,38.000,34.1412495999943,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:16.000Z,0.44,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_822,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,822,76.9582062561095,228994.42,2026-01-20T15:36:16.420Z,22.000,271.000,36.6878967285156,38.000,34.1905127999685,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:16.000Z,0.42,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_845,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,845,77.4182068426197,228994.88,2026-01-20T15:36:16.880Z,22.000,271.000,36.1096267700195,36.000,33.0574591999885,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:17.000Z,0.12,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_846,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,846,77.4382069403715,228994.9,2026-01-20T15:36:16.900Z,22.000,271.000,35.9952850341797,36.000,33.0081960000143,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:17.000Z,0.1,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_847,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,847,77.4582069403715,228994.92,2026-01-20T15:36:16.920Z,22.000,271.000,35.9655685424805,36.000,32.9589327999685,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:17.000Z,0.08,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_755,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,755,75.6182045943304,228993.08,2026-01-20T15:36:15.080Z,22.000,271.000,39.9852867126465,41.000,27.7622207998961,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:15.000Z,0.08,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_757,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,757,75.6582045943304,228993.12,2026-01-20T15:36:15.120Z,22.000,271.000,39.6433944702148,41.000,28.0866911999622,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:15.000Z,0.12,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_796,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,796,76.4382055718475,228993.9,2026-01-20T15:36:15.900Z,22.000,271.000,38.3950500488281,38.000,34.4138639999528,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:16.000Z,0.1,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G28__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_592,F1023_V70_D0120_P9__G28__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G28,592,60.3639391006843,228977.82,2026-01-20T15:35:59.820Z,,,41.8303527832031,,2.84467199999741,NMEA_RMC,unavailable,0,tow_to_utc_nearest_gsv,,,F1023_V70_D0120_P9__tow_to_utc_v1,geometry_prn_missing_in_timeseries,warning,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_1305,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,1305,56.6177802541544,228974.08,2026-01-20T15:35:56.080Z,28.000,80.000,44.2369613647461,44.000,2.43500959998079,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:35:56.000Z,0.08,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_1306,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,1306,56.6377803519062,228974.1,2026-01-20T15:35:56.100Z,28.000,80.000,44.212947845459,44.000,2.46501200000873,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:35:56.000Z,0.1,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2559,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,2559,81.6979092864125,228999.16,2026-01-20T15:36:21.160Z,28.000,80.000,42.7943305969238,42.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:21.000Z,0.16,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_494,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,494,40.3976967741935,228957.86,2026-01-20T15:35:39.860Z,28.000,80.000,44.6184959411621,45.000,3.07394960002768,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:35:40.000Z,0.14,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_495,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,495,40.4176968719453,228957.88,2026-01-20T15:35:39.880Z,28.000,80.000,44.7571601867676,45.000,3.03431679999077,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:35:40.000Z,0.12,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_559,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,559,41.6977034213099,228959.16,2026-01-20T15:35:41.160Z,28.000,80.000,44.8453903198242,45.000,3.41656960000181,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:35:41.000Z,0.16,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_560,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,560,41.7177035190616,228959.18,2026-01-20T15:35:41.180Z,28.000,80.000,44.8453903198242,45.000,3.42694079999638,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:35:41.000Z,0.18,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2539,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,2539,81.2979072336266,228998.76,2026-01-20T15:36:20.760Z,28.000,80.000,41.7951126098633,42.000,35.435427199976,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:21.000Z,0.24,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1476,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,1476,78.0380546432063,228995.5,2026-01-20T15:36:17.500Z,29.000,223.000,46.4274482727051,46.000,35.4195,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:17.000Z,0.5,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1477,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,1477,78.0580548387097,228995.52,2026-01-20T15:36:17.520Z,29.000,223.000,46.4733428955078,46.000,35.5258047999443,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:18.000Z,0.48,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1478,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,1478,78.0780549364614,228995.54,2026-01-20T15:36:17.540Z,29.000,223.000,46.4733428955078,46.000,35.6321096000433,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:18.000Z,0.46,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_449,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,449,57.4979465298143,228974.96,2026-01-20T15:35:56.960Z,29.000,223.000,46.1789627075195,46.000,3.75511519998778,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:35:57.000Z,0.04,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_450,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,450,57.517946627566,228974.98,2026-01-20T15:35:56.980Z,29.000,223.000,46.1394577026367,46.000,3.78511760001572,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:35:57.000Z,0.02,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_451,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,451,57.5379468230694,228975,2026-01-20T15:35:57.000Z,29.000,223.000,46.1311492919922,46.000,3.81512,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:35:57.000Z,0,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1062,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,1062,69.7580110459433,228987.22,2026-01-20T15:36:09.220Z,29.000,223.000,45.6579093933105,45.000,19.3493256000021,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:09.000Z,0.22,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1063,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,1063,69.778011143695,228987.24,2026-01-20T15:36:09.240Z,29.000,223.000,45.7427024841309,45.000,19.3859951999829,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:09.000Z,0.24,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_67,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,67,29.5502829912023,375769.32,2026-01-22T08:22:31.320Z,31.000,152.000,47.4561195373535,47.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:22:31.990Z,0.67,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_68,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,68,29.5702830889541,375769.34,2026-01-22T08:22:31.340Z,31.000,152.000,47.4728469848633,47.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:22:31.990Z,0.65,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_69,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,69,29.5902831867058,375769.36,2026-01-22T08:22:31.360Z,31.000,152.000,47.4728469848633,47.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:22:31.990Z,0.63,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_208,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,208,32.3702983382209,375772.14,2026-01-22T08:22:34.140Z,31.000,152.000,45.6379280090332,46.000,14.4807880000884,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:22:33.990Z,0.15,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1291,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,1291,60.0704495601173,375799.84,2026-01-22T08:23:01.840Z,30.000,152.000,46.0680084228516,46.000,35.816754000012,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:23:01.990Z,0.15,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_431,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,431,36.8260485826002,375776.6,2026-01-22T08:22:38.600Z,46.000,190.000,48.7713050842285,49.000,37.0794475999387,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:22:38.990Z,0.39,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,432,36.8460486803519,375776.62,2026-01-22T08:22:38.620Z,46.000,190.000,48.7800445556641,49.000,37.1287107999846,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:22:38.990Z,0.37,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_433,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,433,36.8660487781036,375776.64,2026-01-22T08:22:38.640Z,46.000,190.000,48.8121337890625,49.000,37.1779740000305,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:22:38.990Z,0.35,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1585,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,1585,59.9061650048876,375799.68,2026-01-22T08:23:01.680Z,46.000,190.000,49.1197967529297,50.000,35.7367475999957,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:23:01.990Z,0.31,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1586,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,1586,59.9261651026393,375799.7,2026-01-22T08:23:01.700Z,46.000,190.000,49.1796913146973,50.000,35.746748400005,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:23:01.990Z,0.29,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1587,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,1587,59.946165200391,375799.72,2026-01-22T08:23:01.720Z,46.000,190.000,49.2285575866699,50.000,35.7567491999852,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:23:01.990Z,0.27,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1428,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1428,56.7695744868035,375796.54,2026-01-22T08:22:58.540Z,38.000,78.000,44.7835922241211,45.000,36.1853020000305,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:22:58.990Z,0.45,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1592,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1592,60.0495852394917,375799.82,2026-01-22T08:23:01.820Z,38.000,78.000,44.4054069519043,44.000,35.8067532000027,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:23:01.990Z,0.17,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1318,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1318,54.5695673509286,375794.34,2026-01-22T08:22:56.340Z,38.000,78.000,47.1242027282715,47.000,35.5926620000494,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:22:55.990Z,0.35,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1329,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1329,54.7895680351906,375794.56,2026-01-22T08:22:56.560Z,38.000,78.000,46.1675720214844,46.000,36.0449203999919,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:22:56.990Z,0.43,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1560,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1560,59.4095830889541,375799.18,2026-01-22T08:23:01.180Z,38.000,78.000,44.413646697998,45.000,35.4867275999957,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:23:00.990Z,0.19,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1562,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1562,59.4495832844575,375799.22,2026-01-22T08:23:01.220Z,38.000,78.000,44.2047843933105,45.000,35.5067291999852,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:23:00.990Z,0.23,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1332,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1332,54.849568230694,375794.62,2026-01-22T08:22:56.620Z,38.000,78.000,46.0341644287109,46.000,36.1682635999871,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:22:56.990Z,0.37,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1429,56.7895745845552,375796.56,2026-01-22T08:22:58.560Z,38.000,78.000,44.8196678161621,45.000,36.1582628000053,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-22T08:22:58.990Z,0.43,F1023_V70_D0122_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
