stage3_path_id,stage3_center_id,run_id,logical_run_key,scene_id,prn,center_window_id,center_recording_time_s,selected_L,multipath_id,excess_delay_samples,doppler_offset_hz,relative_power_db,matched_window_count,longest_consecutive_count,persistence_pass,match_pattern,persistence_radius_windows,support_window_ids,support_window_count_derived,association_parse_status,environment_class,elevation_deg,elevation_band,geometry_join_status,geometry_join_valid,track_id,track_observation_count,track_weight,elevation_ready,quality_status,doppler_provenance_class,primary_exclusion_reason,sensitivity_exclusion_reason,author_gate_id,primary_population_included,sensitivity_population_included,track_weight_fixed_original,track_weight_recomputed_primary,track_weight_recomputed_sensitivity,absolute_doppler_hz,log_excess_delay,log1p_absolute_doppler,cell_id,cell_ready,parent_scope_role
F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__center_1433__mp_3,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__center_1433,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2,F1023_V70_D0122_P1,G24,1433,56.8620249266862,4,3,3,-54.4416335340857,-16.8458564345427,3,3,1,00111,2,1433;1434;1435,3,VALID,Urban,69,HIGH,valid,1,ALGTRACK_0256,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,54.4416335340857,1.0986122886681098,4.015330819348102,Urban__HIGH,1,CELL_AND_ENVIRONMENT
F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__center_1434__mp_1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__center_1434,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2,F1023_V70_D0122_P1,G24,1434,56.8820249266862,4,1,1.5,45.6373064407817,-2.76962686505614,3,3,1,01110,2,1433;1434;1435,3,VALID,Urban,69,HIGH,valid,1,ALGTRACK_0254,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,45.6373064407817,0.4054651081081644,3.8424007882471964,Urban__HIGH,1,CELL_AND_ENVIRONMENT
F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__center_1434__mp_2,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__center_1434,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2,F1023_V70_D0122_P1,G24,1434,56.8820249266862,4,2,2.5,95.6373064407817,-13.3881061460038,3,3,1,01110,2,1433;1434;1435,3,VALID,Urban,69,HIGH,valid,1,ALGTRACK_0255,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,95.6373064407817,0.9162907318741551,4.57096486170351,Urban__HIGH,1,CELL_AND_ENVIRONMENT
F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__center_1434__mp_3,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__center_1434,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2,F1023_V70_D0122_P1,G24,1434,56.8820249266862,4,3,3.5,-54.3626935592183,-15.0668234209186,3,3,1,01110,2,1433;1434;1435,3,VALID,Urban,69,HIGH,valid,1,ALGTRACK_0256,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,54.3626935592183,1.252762968495368,4.013905965458482,Urban__HIGH,1,CELL_AND_ENVIRONMENT
F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__center_1435__mp_1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__center_1435,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2,F1023_V70_D0122_P1,G24,1435,56.9020250244379,4,1,1.1,50.7162464158782,-1.88571988212756,4,3,1,11101,2,1433;1434;1435;1437,4,VALID,Urban,69,HIGH,valid,1,ALGTRACK_0254,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,50.7162464158782,0.09531017980432493,3.9457719761709273,Urban__HIGH,1,CELL_AND_ENVIRONMENT
F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__center_1435__mp_2,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__center_1435,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2,F1023_V70_D0122_P1,G24,1435,56.9020250244379,4,2,2.1,95.7162464158782,-10.3410212323303,4,3,1,11101,2,1433;1434;1435;1437,4,VALID,Urban,69,HIGH,valid,1,ALGTRACK_0255,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,95.7162464158782,0.7419373447293773,4.571781396784622,Urban__HIGH,1,CELL_AND_ENVIRONMENT
F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__center_1435__mp_3,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__center_1435,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2,F1023_V70_D0122_P1,G24,1435,56.9020250244379,4,3,3.1,-54.2837535841218,-12.5450641273927,4,3,1,11101,2,1433;1434;1435;1437,4,VALID,Urban,69,HIGH,valid,1,ALGTRACK_0256,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,54.2837535841218,1.1314021114911006,4.012479078458889,Urban__HIGH,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_327__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_327,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,327,45.3591775171066,2,1,1.6,-38.8181834755692,-1.73957900383889,5,5,1,11111,2,325;326;327;328;329,5,VALID,Urban,38,MID,valid,1,ALGTRACK_0335,2,0.5,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.5,0.5,0.5,38.8181834755692,0.47000362924573563,3.6843236792019587,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_329__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_329,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,329,45.3991776148583,2,1,1.8,-39.0950140729669,-2.08420476018047,5,5,1,11111,2,327;328;329;330;331,5,VALID,Urban,38,MID,valid,1,ALGTRACK_0335,2,0.5,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.5,0.5,0.5,39.0950140729669,0.5877866649021191,3.6912519892495004,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_964__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_964,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,964,58.0992017595308,3,1,1.5,49.4086762085799,-2.99910599721922,3,3,1,00111,2,964;965;966,3,VALID,Urban,39,MID,valid,1,ALGTRACK_0336,1,1.0,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,1.0,1,1,49.4086762085799,0.4054651081081644,3.920163307257362,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_964__mp_2,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_964,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,964,58.0992017595308,3,2,2.5,89.4086762085799,-9.60963186950062,3,3,1,00111,2,964;965;966,3,VALID,Urban,39,MID,valid,1,ALGTRACK_0337,1,1.0,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,1.0,1,1,89.4086762085799,0.9162907318741551,4.5043402385513795,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_970__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_970,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,970,58.2192020527859,2,1,1.6,-47.9019577931313,-5.04099632935465,3,3,1,11100,2,968;969;970,3,VALID,Urban,39,MID,valid,1,ALGTRACK_0338,1,1.0,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,1.0,1,1,47.9019577931313,0.47000362924573563,3.8898174323487322,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_994__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_994,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,994,58.6992029325513,2,1,1.1,-37.1444937999745,-9.66741967378749,4,4,1,01111,2,993;994;995;996,4,VALID,Urban,39,MID,valid,1,ALGTRACK_0339,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,37.1444937999745,0.09531017980432493,3.6413814170379517,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_995__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_995,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,995,58.7192029325513,2,1,1.8,-31.6962661331581,-0.349505055583477,3,3,1,01110,2,994;995;996,3,VALID,Urban,39,MID,valid,1,ALGTRACK_0339,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,31.6962661331581,0.5877866649021191,3.4872608858532104,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_996__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_996,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,996,58.739203030303,2,1,1.3,-36.2480384669943,-0.871026477420693,3,3,1,11100,2,994;995;996,3,VALID,Urban,39,MID,valid,1,ALGTRACK_0339,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,36.2480384669943,0.26236426446749106,3.617599284834876,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1012__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1012,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,1012,59.0592036168133,2,1,1.1,-38.4508782950988,-0.859080720758462,3,3,1,00111,2,1012;1013;1014,3,VALID,Urban,39,MID,valid,1,ALGTRACK_0332,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,38.4508782950988,0.09531017980432493,3.6750563105446585,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1013__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1013,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,1013,59.0792036168133,2,1,1.1,-38.8178230189869,-1.63685593156708,3,3,1,01110,2,1012;1013;1014,3,VALID,Urban,39,MID,valid,1,ALGTRACK_0332,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,38.8178230189869,0.09531017980432493,3.6843146265987916,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1014__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1014,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,1014,59.099203714565,2,1,1.2,-39.1847677434093,-1.18297925189255,3,3,1,11100,2,1012;1013;1014,3,VALID,Urban,39,MID,valid,1,ALGTRACK_0332,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,39.1847677434093,0.1823215567939546,3.693488011964249,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1076__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1076,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,1076,60.3392060606061,2,1,1.5,43.0646593637712,-0.702695326745529,3,3,1,00111,2,1076;1077;1078,3,VALID,Urban,39,MID,valid,1,ALGTRACK_0333,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,43.0646593637712,0.4054651081081644,3.785658086209052,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1077__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1077,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,1077,60.3592060606061,2,1,1.8,42.6977146398831,-2.93531833121975,4,4,1,01111,2,1076;1077;1078;1079,4,VALID,Urban,39,MID,valid,1,ALGTRACK_0333,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,42.6977146398831,0.5877866649021191,3.7772958041638502,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1078__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1078,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,1078,60.3792061583578,2,1,1.4,42.3307699154607,-0.774302793423212,4,4,1,11110,2,1076;1077;1078;1079,4,VALID,Urban,39,MID,valid,1,ALGTRACK_0333,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,42.3307699154607,0.3364722366212129,3.7688630042406386,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1079__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1079,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,1079,60.3992061583578,2,1,1.4,36.9638251915726,-0.943293065869188,3,3,1,11100,2,1077;1078;1079,3,VALID,Urban,39,MID,valid,1,ALGTRACK_0333,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,36.9638251915726,0.3364722366212129,3.6366337376736335,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1185__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1185,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,1185,62.5192101661779,2,1,1.9,45.7960909812414,-3.76872976515999,3,3,1,00111,2,1185;1186;1187,3,VALID,Urban,39,MID,valid,1,ALGTRACK_0334,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,45.7960909812414,0.6418538861723947,3.8457996733932567,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1186__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1186,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,1186,62.5392101661779,2,1,1.1,46.8125783318019,-4.26468759868088,4,4,1,01111,2,1185;1186;1187;1188,4,VALID,Urban,39,MID,valid,1,ALGTRACK_0334,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,46.8125783318019,0.09531017980432493,3.867288749897609,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1187__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1187,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,1187,62.5592101661779,2,1,1,47.8290656808831,-3.61039999713454,4,4,1,11110,2,1185;1186;1187;1188,4,VALID,Urban,39,MID,valid,1,ALGTRACK_0334,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,47.8290656808831,0.0,3.8883257437697454,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1188__mp_1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__center_1188,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2,F1023_v50_D0127_P1,G31,1188,62.5792102639296,2,1,1.4,53.8455530299648,-2.99856338524187,3,3,1,11100,2,1186;1187;1188,3,VALID,Urban,39,MID,valid,1,ALGTRACK_0334,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,53.8455530299648,0.3364722366212129,4.004521108319886,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__center_56__mp_1,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__center_56,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2,F1023_v90_D0117_P7,G12,56,30.2226476050831,4,1,1.3,54.6643020952852,-3.52518499614988,3,3,1,00111,2,56;57;58,3,VALID,Mountain/Valley,39,MID,valid,1,ALGTRACK_0340,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,1,54.6643020952852,0.26236426446749106,4.0193390455162525,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__center_56__mp_2,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__center_56,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2,F1023_v90_D0117_P7,G12,56,30.2226476050831,4,2,2.3,-45.3356979047148,-11.3031175900985,5,5,1,11111,2,54;55;56;57;58,5,VALID,Mountain/Valley,39,MID,valid,1,ALGTRACK_0341,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,1,45.3356979047148,0.8329091229351039,3.835912677075104,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__center_56__mp_3,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__center_56,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2,F1023_v90_D0117_P7,G12,56,30.2226476050831,4,3,3.3,104.664302095285,-17.25077097505,3,3,1,00111,2,56;57;58,3,VALID,Mountain/Valley,39,MID,valid,1,ALGTRACK_0342,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,1,104.664302095285,1.1939224684724346,4.660267107311642,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
